#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,Vasante__Julho_/2023,,,,,,,,,,,,,,,,Seca__Outubro_/2023,,,,,,,,,,,,,,,Enchente_Marco_de_2024,,,,,,,,,,,,,,Cheia_Dezembro_2024,,,,,,,,,,,,,
,,,,,FOAD,B._sonhos,estrada_(mata+comunidade),Sinha_mariana_(indo_para_corixo_Leme),Corixo_Leme,_Rio_II_________________________________________Estirao_Cumprido/Porto_Brandao,,Rio_I_______________________Poco/_Barao,,Mane_Isaque,Rio_III______________Cuiaba_Mirim,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore_cidade,Total_1ª_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,_Rio_II_____________________________________________________Porto_Brandao/_Estirao_Cumprido,Rio_III,,Mane_Isaque,Rio_I,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_2º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_3º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_4º_Coleta
4429,Genero,Pseudoleistes_Sclater_1862,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4430,Especie,Pseudoleistes_guirahuro_(Vieillot_1819),chupim_do_brejo,Yellow_rumped_Marshbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4431,Especie,Pseudoleistes_virescens_(Vieillot_1819),dragao,Brown_and_yellow_Marshbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4432,Familia,Parulidae_Wetmore_Friedmann_Lincoln_Miller_Peters_van_Rossem_Van_Tyne_&_Zimmer_1947,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4433,Genero,Parkesia_Sangster_2008,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4434,Especie,Parkesia_noveboracensis_(Gmelin_1789),abana_rabo_de_baixada,Northern_Waterthrush,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4435,Especie,Parkesia_motacilla_(Vieillot_1809),abana_rabo_da_serra,Louisiana_Waterthrush,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4436,Genero,Mniotilta_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4437,Especie,Mniotilta_varia_(Linnaeus_1766),mariquita_riscadinha,Black_and_white_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4438,Genero,Leiothlypis_Sangster_2008,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4439,Especie,Leiothlypis_peregrina_(Wilson_1811),mariquita_do_tenessi,Tennessee_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4440,Genero,Geothlypis_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4441,Especie,Geothlypis_agilis_(Wilson_1812),mariquita_de_connecticut,Connecticut_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4442,Especie,Geothlypis_aequinoctialis_(Gmelin_1789),pia_cobra,Masked_Yellowthroat,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4445,Genero,Setophaga_Swainson_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4446,Especie,Setophaga_ruticilla_(Linnaeus_1758),mariquita_de_rabo_vermelho,American_Redstart,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4447,Especie,Setophaga_cerulea_(Wilson_1810),mariquita_azul,Cerulean_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4448,Especie,Setophaga_pitiayumi_(Vieillot_1817),mariquita,Tropical_Parula,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4452,Especie,Setophaga_fusca_(Statius_Muller_1776),mariquita_papo_de_fogo,Blackburnian_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4453,Especie,Setophaga_petechia_(Linnaeus_1766),mariquita_amarela,Yellow_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4455,Especie,Setophaga_striata_(Forster_1772),mariquita_de_perna_clara,Blackpoll_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4456,Especie,Setophaga_virens_(Gmelin_1789),mariquita_de_garganta_preta,Black_throated_Green_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4457,Genero,Myiothlypis_Cabanis_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4458,Especie,Myiothlypis_leucophrys_(Pelzeln_1868),pula_pula_de_sobrancelha,White_striped_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4459,Especie,Myiothlypis_flaveola_Baird_1865,canario_do_mato,Flavescent_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4461,Especie,Myiothlypis_leucoblephara_(Vieillot_1817),pula_pula_assobiador,White_browed_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4462,Especie,Myiothlypis_fulvicauda_(Spix_1825),pula_pula_de_cauda_avermelhada,Buff_rumped_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4464,Especie,Myiothlypis_rivularis_(Wied_1821),pula_pula_ribeirinho,Neotropical_River_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4465,Especie,Myiothlypis_bivittata_(dOrbigny_&_Lafresnaye_1837),pula_pula_de_duas_fitas,Two_banded_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4467,Especie,Myiothlypis_mesoleuca_(Sclater_1866),pula_pula_da_guiana,Riverside_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4468,Genero,Basileuterus_Cabanis_1849,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4469,Especie,Basileuterus_culicivorus_(Deppe_1830),pula_pula,Golden_crowned_Warbler,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4474,Genero,Myioborus_Baird_1865,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4475,Especie,Myioborus_miniatus_(Swainson_1827),mariquita_cinza,Slate_throated_Redstart,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4477,Especie,Myioborus_castaneocapilla_(Cabanis_1849),mariquita_de_cabeca_parda,Tepui_Redstart,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4480,Familia,Mitrospingidae_Barker_Burns_Klicka_Lanyon_&_Lovette_2013,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4481,Genero,Mitrospingus_Ridgway_1898,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4482,Especie,Mitrospingus_oleagineus_(Salvin_1886),pipira_olivacea,Olive_backed_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4484,Genero,Lamprospiza_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4485,Especie,Lamprospiza_melanoleuca_(Vieillot_1817),pipira_de_bico_vermelho,Red_billed_Pied_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4486,Genero,Orthogonys_Strickland_1844,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4487,Especie,Orthogonys_chloricterus_(Vieillot_1819),catirumbava,Olive_green_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4488,Familia,Cardinalidae_Ridgway_1901,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4489,Genero,Piranga_Vieillot_1808,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4490,Especie,Piranga_flava_(Vieillot_1822),sanhaco_de_fogo,Hepatic_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4493,Especie,Piranga_lutea_(Lesson_1834),sanhaco_montano,Highland_Hepatic_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4495,Especie,Piranga_rubra_(Linnaeus_1758),sanhaco_vermelho,Summer_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4497,Especie,Piranga_olivacea_(Gmelin_1789),sanhaco_escarlate,Scarlet_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4498,Especie,Piranga_leucoptera_Trudeau_1839,sanhaco_de_asa_branca,White_winged_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4500,Genero,Habia_Blyth_1840,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4501,Especie,Habia_rubra_(Vieillot_1819),tie_do_mato_grosso,Scarlet_throated_Ant_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4505,Especie,Habia_rubica_(Vieillot_1817),tie_de_bando,Red_crowned_Ant_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4508,Genero,Pheucticus_Reichenbach_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4509,Especie,Pheucticus_aureoventris_(dOrbigny_&_Lafresnaye_1837),rei_do_bosque,Black_backed_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4511,Especie,Pheucticus_ludovicianus_(Linnaeus_1766),bico_grosso_de_peito_rosa,Rose_breasted_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4512,Genero,Granatellus_Bonaparte_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4513,Especie,Granatellus_pelzelni_Sclater_1865,policia_do_mato,Rose_breasted_Chat,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4516,Genero,Caryothraustes_Reichenbach_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4517,Especie,Caryothraustes_canadensis_(Linnaeus_1766),furriel_do_norte,Yellow_green_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4519,Especie,Caryothraustes_brasiliensis_Cabanis_1851,furriel,Brazilian_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4520,Genero,Periporphyrus_Reichenbach_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4521,Especie,Periporphyrus_erythromelas_(Gmelin_1789),bicudo_encarnado,Red_and_black_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4522,Genero,Amaurospiza_Cabanis_1861,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4523,Especie,Amaurospiza_moesta_(Hartlaub_1853),negrinho_do_mato,Blackish_blue_Seedeater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4524,Genero,Cyanoloxia_Bonaparte_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4525,Especie,Cyanoloxia_rothschildii_(Bartlett_1890),azulao_da_amazonia,Rothschilds_Blue_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4526,Especie,Cyanoloxia_glaucocaerulea_(dOrbigny_&_Lafresnaye_1837),azulinho,Glaucous_blue_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4527,Especie,Cyanoloxia_brissonii_(Lichtenstein_1823),azulao,Ultramarine_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4531,Genero,Spiza_Bonaparte_1824,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4532,Especie,Spiza_americana_(Gmelin_1789),papa_capim_americano,Dickcissel,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4533,Familia,Thraupidae_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4534,Subfamilia,Charitospizinae_Burns_Shultz_Title_Mason_Barker_Klicka_Lanyon_&_Lovette_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4535,Genero,Charitospiza_Oberholser_1905,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4536,Especie,Charitospiza_eucosma_Oberholser_1905,mineirinho,Coal_crested_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4537,Subfamilia,Orchesticinae_Burns_Shultz_Title_Mason_Barker_Klicka_Lanyon_&_Lovette_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4538,Genero,Parkerthraustes_Remsen_1997,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4539,Especie,Parkerthraustes_humeralis_(Lawrence_1867),furriel_de_encontro,Yellow_shouldered_Grosbeak,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4540,Genero,Orchesticus_Cabanis_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4541,Especie,Orchesticus_abeillei_(Lesson_1839),sanhaco_pardo,Brown_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4542,Subfamilia,Nemosiinae_Bonaparte_1854,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4543,Genero,Nemosia_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4544,Especie,Nemosia_pileata_(Boddaert_1783),saira_de_chapeu_preto,Hooded_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4549,Especie,Nemosia_rourei_Cabanis_1870,saira_apunhalada,Cherry_throated_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4550,Genero,Cyanicterus_Bonaparte_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4551,Especie,Cyanicterus_cyanicterus_(Vieillot_1819),pipira_azul,Blue_backed_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4552,Genero,Compsothraupis_Richmond_1915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4553,Especie,Compsothraupis_loricata_(Lichtenstein_1819),tie_cabure,Scarlet_throated_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4554,Subfamilia,Emberizoidinae_Burns_Shultz_Title_Mason_Barker_Klicka_Lanyon_&_Lovette_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4555,Genero,Coryphaspiza_Gray_1840,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4556,Especie,Coryphaspiza_melanotis_(Temminck_1822),tico_tico_de_mascara_negra,Black_masked_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4559,Genero,Embernagra_Lesson_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4560,Especie,Embernagra_platensis_(Gmelin_1789),sabia_do_banhado,Great_Pampa_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4562,Especie,Embernagra_longicauda_Strickland_1844,rabo_mole_da_serra,Pale_throated_Pampa_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4563,Genero,Emberizoides_Temminck_1822,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4564,Especie,Emberizoides_herbicola_(Vieillot_1817),canario_do_campo,Wedge_tailed_Grass_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4567,Especie,Emberizoides_ypiranganus_Ihering_&_Ihering_1907,canario_do_brejo,Lesser_Grass_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4568,Subfamilia,Porphyrospizinae_Burns_Shultz_Title_Mason_Barker_Klicka_Lanyon_&_Lovette_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4569,Genero,Rhopospina_Cabanis_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4570,Especie,Rhopospina_fruticeti_(Kittlitz_1833),canario_andino_negro,Mourning_Sierra_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4572,Genero,Porphyrospiza_Sclater_&_Salvin_1873,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4573,Especie,Porphyrospiza_caerulescens_(Wied_1830),campainha_azul,Blue_Finch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4574,Subfamilia,Hemithraupinae_Sundevall_1872,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4575,Genero,Chlorophanes_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4576,Especie,Chlorophanes_spiza_(Linnaeus_1758),sai_verde,Green_Honeycreeper,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4580,Genero,Hemithraupis_Cabanis_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4581,Especie,Hemithraupis_flavicollis_(Vieillot_1818),saira_galega,Yellow_backed_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4588,Especie,Hemithraupis_guira_(Linnaeus_1766),saira_de_papo_preto,Guira_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4595,Especie,Hemithraupis_ruficapilla_(Vieillot_1818),saira_ferrugem,Rufous_headed_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4598,Subfamilia,Dacninae_Sundevall_1836,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4599,Genero,Tersina_Vieillot_1819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4600,Especie,Tersina_viridis_(Illiger_1811),sai_andorinha,Swallow_Tanager,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4603,Genero,Cyanerpes_Oberholser_1899,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4604,Especie,Cyanerpes_nitidus_(Hartlaub_1847),sai_de_bico_curto,Short_billed_Honeycreeper,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4605,Especie,Cyanerpes_caeruleus_(Linnaeus_1758),sai_de_perna_amarela,Purple_Honeycreeper,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4608,Especie,Cyanerpes_cyaneus_(Linnaeus_1766),saira_beija_flor,Red_legged_Honeycreeper,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4614,Genero,Dacnis_Cuvier_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4615,Especie,Dacnis_albiventris_(Sclater_1852),sai_de_barriga_branca,White_bellied_Dacnis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4616,Especie,Dacnis_nigripes_Pelzeln_1856,sai_de_pernas_pretas,Black_legged_Dacnis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4617,Especie,Dacnis_flaviventer_dOrbigny_&_Lafresnaye_1837,sai_amarela,Yellow_bellied_Dacnis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4620,Especie,Dacnis_cayana_(Linnaeus_1766),sai_azul,Blue_Dacnis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4623,Especie,Dacnis_lineata_(Gmelin_1789),sai_de_mascara_preta,Black_faced_Dacnis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4626,Subfamilia,Saltatorinae_Bonaparte_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4627,Genero,Saltatricula_Burmeister_1861,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4628,Especie,Saltatricula_atricollis_(Vieillot_1817),batuqueiro,Black_throated_Saltator,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
