Nome_do_taxon_,estrada_(mata_+_comunidade)___Vasante,FOAD_Vasante,B._sonhos_vasante,Sia_mariana__corixo_Leme__vasante,Corixo_Leme_vasante,Rio_III_vasante,RioII_vasante,Rio_I_vasante,Mane_Isaque_vasante,Sia_Mariana__Mutum_vasante,Rio_Mutum_vasante,Corixo_do_Mato_vasante,Chacorore__vasante,Total_1º_coleta/_Vazante,estrada_(mata_+_comunidade)_seca,FOAD_seca,B._sonhos_seca,Sia_Mariana__corixo_do_leme_seca,Corixo_Leme_seca,Rio_III_seca,_Rio_II_seca,Rio_I_seca,Mane_Isaque_seca,Sia_Mariana__Mutum_seca,Rio_Mutum_seca,Corixo_do_Mato_seca,Chacorore_seca,Total_2º_coleta/_Seca,estrada_(mata_+_comunidade)_enchente,FOAD_enchente,B._sonhos_enchente,Sia_Mariana___Corixo_do_Leme_enchente,Corixo_Leme_enchente,Rio_III_enchente,Rio_II_enchente,Rio_I_enchente,Mane_Isaque_enchente,Sia_Mariana__Mutum_enchente,Rio_Mutum_enchente,Corixo_do_Mato_enchente,Chacorore_enchente,Total_3º_coleta/_enchente,estrada_(mata_+_comunidade)_cheia,FOAD_cheia,B._sonhos_cheia,Sia_Mariana___Corixo_do_leme_cheia,Corixo_Leme_cheia,Rio_III_cheia,Rio_II_cheia,Rio_I_cheia,Mane_Isaque_cheia,Sia_Mariana__Mutum_cheia,Rio_Mutum_cheia,Corixo_do_Mato_cheia,Chacorore_cheia,Total_4º_coleta/_Cheia,
Sporophila_collaris_(Boddaert_1783),,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
Sporophila_nigricollis_(Vieillot_1823),,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,2,4
Sporophila_caerulescens_(Vieillot_1823),,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
Sporophila_bouvreuil_(Statius_Muller_1776),,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
Diglossinae_Sclater_1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicalis_Boie_1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicalis_flaveola_(Linnaeus_1766),10,200,,,,,,,,,,,5,215,,6,,,,,,,,,2,,2,10,,8,7,,,,,4,,,2,0,5,26,,8,2,,,,,,,,,,,10,261
Thraupinae_Cabanis_1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paroaria_Bonaparte_1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paroaria_coronata_(Miller_1776),,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,2
Paroaria_capitata_(d'Orbigny_&_Lafresnaye_1837),,9,5,,,6,6,6,2,,7,7,17,65,,12,2,,4,5,3,25,7,,20,,10,88,,6,,,1,,3,,1,,1,0,3,15,,2,,,2,,,,5,,9,,,18,186
Thraupis_Boie_1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thraupis_sayaca_(Linnaeus_1766),,,,,,1,,1,,,,,1,3,,8,,,,,,,,,,,1,9,,,,,,,1,,,,1,0,2,4,,,,,1,1,3,3,3,,3,,,14,30
Thraupis_palmarum_(Wied_1821),,2,,,,,,,,,,,5,7,,3,,,,,,1,,,,,,4,,,,,,,,,,,,0,1,1,,1,,,,,,,,,,,,1,13
Stilpnia_Burns_Unitt_&_Mason_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stilpnia_cayana_(Linnaeus_1766),,,,,,,,,,,,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1
,34,410,1218,75,44,67,219,320,222,432,236,599,339,4215,132,205,364,39,80,110,488,335,104,201,425,40,388,2911,21,127,346,364,43,172,174,121,138,81,321,56,270,2234,23,59,226,12,23,137,107,63,89,53,196,6,51,1045,10405
