#;Categoria;Nome do táxon (com autoria);Nome em Português;English Name;Vasante  Julho /2023;;;;;;;;;;;;;;;;Seca  Outubro /2023;;;;;;;;;;;;;;;Enchente Março de 2024;;;;;;;;;;;;;;Cheia Dezembro 2024;;;;;;;;;;;;;;;;
;;;;;FOAD;B. sonhos;estrada (mata+comunidade);Sinhá mariana (indo para corixo Leme);Corixo Leme; Rio II                                         Estirão Cumprido/Porto Brandão;;Rio I                       Poço/ Barão;;Mané-Isaque;Rio III              Cuiabá-Mirim;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé cidade;Total 1ª Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme; Rio II                                                     Porto Brandão/ Estirão Cumprido;Rio III;;Mané-Isaque;Rio I;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 2º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 3º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 4º Coleta;;;
4063;Gênero;Petrochelidon Cabanis, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4064;Espécie;Petrochelidon pyrrhonota (Vieillot, 1817);andorinha-de-dorso-acanelado;Cliff Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4067;Família;Troglodytidae Swainson, 1831;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4068;Gênero;Microcerculus Salvin, 1861;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4069;Espécie;Microcerculus marginatus (Sclater, 1855);uirapuru-veado;Scaly-breasted Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4071;Espécie;Microcerculus ustulatus Salvin & Godman, 1883;flautista-do-tepui;Flutist Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4074;Espécie;Microcerculus bambla (Boddaert, 1783);uirapuru-de-asa-branca;Wing-banded Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4077;Gênero;Odontorchilus Richmond, 1915;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4078;Espécie;Odontorchilus cinereus (Pelzeln, 1868);cambaxirra-cinzenta;Tooth-billed Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4079;Gênero;Troglodytes Vieillot, 1809;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4080;Espécie;Troglodytes musculus Naumann, 1823;corruíra;Southern House Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;;
4084;Espécie;Troglodytes rufulus Cabanis, 1849;corruíra-do-tepui;Tepui Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4087;Gênero;Cistothorus Cabanis, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4088;Espécie;Cistothorus platensis (Latham, 1790);corruíra-do-campo;Sedge Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4091;Gênero;Campylorhynchus Spix, 1824;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4092;Espécie;Campylorhynchus griseus (Swainson, 1838);garrincha-dos-lhanos;Bicolored Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4094;Espécie;Campylorhynchus turdinus (Wied, 1831);catatau;Thrush-like Wren;;;;;;;;;2;;7;;;;8;17;1;4;;;;1;3;;;5;;;;;14;2;1;;;;6;;2;2;;;0;5;18;;;;;;;;;;;1;;;1;;;
4098;Gênero;Pheugopedius Cabanis, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4099;Espécie;Pheugopedius genibarbis (Swainson, 1838);garrinchão-pai-avô;Moustached Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4103;Espécie;Pheugopedius coraya (Gmelin, 1789);garrinchão-coraia;Coraya Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4108;Gênero;Cantorchilus Mann, Barker, Graves, Dingess-Mann & Slater, 2006;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4109;Espécie;Cantorchilus leucotis (Lafresnaye, 1845);garrinchão-de-barriga-vermelha;Buff-breasted Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4113;Espécie;Cantorchilus longirostris (Vieillot, 1819);garrinchão-de-bico-grande;Long-billed Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4116;Espécie;Cantorchilus guarayanus (d'Orbigny & Lafresnaye, 1837);garrincha-do-oeste;Fawn-breasted Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4117;Espécie;Cantorchilus griseus (Todd, 1925);garrincha-cinza;Gray Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4118;Gênero;Henicorhina Sclater & Salvin, 1868;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4119;Espécie;Henicorhina leucosticta (Cabanis, 1847);uirapuru-de-peito-branco;White-breasted Wood-Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4121;Gênero;Cyphorhinus Cabanis, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4122;Espécie;Cyphorhinus arada (Hermann, 1783);uirapuru-da-guiana;Musician Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4123;Espécie;Cyphorhinus transfluvialis (Todd, 1932);uirapuru-do-imeri;Imeri Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4124;Espécie;Cyphorhinus modulator (d'Orbigny, 1838);uirapuru-ferrugíneo;Ferruginous Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4125;Espécie;Cyphorhinus interpositus (Todd, 1932);uirapuru-de-orelha-alaranjada;Rondonia Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4126;Espécie;Cyphorhinus griseolateralis Ridgway, 1888;uirapuru-de-flancos-cinza;Gray-flanked Wren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4127;Família;Polioptilidae Baird, 1858;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4128;Gênero;Microbates Sclater & Salvin, 1873;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4129;Espécie;Microbates collaris (Pelzeln, 1868);chirito-de-coleira;Collared Gnatwren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4133;Gênero;Ramphocaenus Vieillot, 1819;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4134;Espécie;Ramphocaenus melanurus Vieillot, 1819;chirito;Long-billed Gnatwren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4140;Espécie;Ramphocaenus sticturus Hellmayr, 1902;chirito-do-bambu;Chattering Gnatwren;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4143;Gênero;Polioptila Sclater, 1855;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4144;Espécie;Polioptila innotata (Hellmayr, 1901);balança-rabo-de-roraima;Rio Branco Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4145;Espécie;Polioptila dumicola (Vieillot, 1817);balança-rabo-de-máscara;Masked Gnatcatcher;1;;;;;;;;;;;;;;;1;2;1;;;;;;;;;;;;;3;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4148;Espécie;Polioptila atricapilla (Swainson, 1831);balança-rabo-do-nordeste;White-bellied Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4149;Espécie;Polioptila plumbea (Gmelin, 1788);balança-rabo-de-chapéu-preto;Tropical Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4150;Espécie;Polioptila parvirostris Sharpe, 1885;balança-rabo-do-acre;Small-billed Gantcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4151;Espécie;Polioptila lactea Sharpe, 1885;balança-rabo-leitoso;Creamy-bellied Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4152;Espécie;Polioptila guianensis Todd, 1920;balança-rabo-guianense;Guianan Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4153;Espécie;Polioptila paraensis Todd, 1937;balança-rabo-paraense;Para Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4154;Espécie;Polioptila attenboroughi Whittaker, Aleixo, Whitney, Smith & Klicka, 2013;balança-rabo-do-inambari;Inambari Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4155;Espécie;Polioptila facilis Zimmer, 1942;balança-rabo-do-rio-negro;Rio Negro Gnatcatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4156;Família;Donacobiidae Aleixo & Pacheco, 2006;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4157;Gênero;Donacobius Swainson, 1831;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4158;Espécie;Donacobius atricapilla (Linnaeus, 1766);japacanim;Black-capped Donacobius;;;;;1;3;;;2;12;;;3;12;1;34;;;;4;2;;;;1;;;1;;;8;;;;;;2;4;1;4;;2;10;1;24;;;;;;;6;1;1;;5;;;13;;;
4161;Família;Turdidae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4162;Gênero;Catharus Bonaparte, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4163;Espécie;Catharus aurantiirostris (Hartlaub, 1850);sabiazinho-de-bico-laranja;Orange-billed Nightingale-thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4165;Espécie;Catharus fuscescens (Stephens, 1817);sabiazinho-norte-americano;Veery;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4170;Espécie;Catharus minimus (Lafresnaye, 1848);sabiazinho-de-cara-cinza;Gray-cheeked Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4173;Espécie;Catharus swainsoni (Tschudi, 1845);sabiazinho-de-óculos;Olive-backed Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4174;Gênero;Cichlopsis Cabanis, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4175;Espécie;Cichlopsis leucogenys Cabanis, 1851;sabiá-castanho;Rufous-brown Solitaire;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4177;Gênero;Turdus Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4178;Espécie;Turdus iliacus Linnaeus, 1766;sabiá-ruivo;Redwing;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4180;Espécie;Turdus leucops Taczanowski, 1877;sabiá-preto;Pale-eyed Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4181;Espécie;Turdus flavipes Vieillot, 1818;sabiá-una;Yellow-legged Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4184;Espécie;Turdus leucomelas Vieillot, 1818;sabiá-barranco;Pale-breasted Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4187;Espécie;Turdus fumigatus Lichtenstein, 1823;sabiá-da-mata;Cocoa Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4189;Espécie;Turdus hauxwelli Lawrence, 1869;sabiá-bicolor;Hauxwell's Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4190;Espécie;Turdus rufiventris Vieillot, 1818;sabiá-laranjeira;Rufous-bellied Thrush;1;;;;;;;;1;;1;;;;3;6;5;2;;;;4;;;2;;;1;;;14;3;;;;;;;;;;;0;3;6;4;;;;;;;1;2;;;;;7;;;
4193;Espécie;Turdus nudigenis Lafresnaye, 1848;caraxué;Spectacled Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4196;Espécie;Turdus sanchezorum O'Neill, Lane & Naka, 2011;sabiá-da-várzea;Varzea Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4197;Espécie;Turdus lawrencii Coues, 1880;caraxué-de-bico-amarelo;Lawrence's Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4198;Espécie;Turdus murinus Salvin, 1885;caraxué-dos-tepuis;Pantepui Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4199;Espécie;Turdus amaurochalinus Cabanis, 1850;sabiá-poca;Creamy-bellied Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4200;Espécie;Turdus arthuri Chubb, 1914;caraxué-da-campina;Campina Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4201;Espécie;Turdus debilis Hellmayr, 1902;caraxué-da-várzea;Floodplain Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4202;Espécie;Turdus olivater (Lafresnaye, 1848);sabiá-de-cabeça-preta;Black-hooded Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4205;Espécie;Turdus subalaris (Seebohm, 1887);sabiá-ferreiro;Eastern Slaty Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4206;Espécie;Turdus albicollis Vieillot, 1818;sabiá-coleira;White-necked Thrush;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4212;Família;Mimidae Bonaparte, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4213;Gênero;Mimus Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4214;Espécie;Mimus gilvus (Vieillot, 1807);sabiá-da-praia;Tropical Mockingbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4217;Espécie;Mimus saturninus (Lichtenstein, 1823);sabiá-do-campo;Chalk-browed Mockingbird;;;;;;;;;;;;;;;;0;;;;;;2;;;;;;;;5;7;;1;;;;;;;;;;0;2;3;;;;;;;;;;;;;;0;;;
4222;Espécie;Mimus triurus (Vieillot, 1818);calhandra-de-três-rabos;White-banded Mockingbird;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4223;Família;Sturnidae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4224;Gênero;Sturnus Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4225;Espécie;Sturnus vulgaris Linnaeus, 1758;estorninho;European Starling;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4227;Família;Estrildidae Bonaparte, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4228;Gênero;Estrilda Swainson, 1827;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4229;Espécie;Estrilda astrild (Linnaeus, 1758);bico-de-lacre;Common Waxbill;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4231;Família;Passeridae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4232;Gênero;Passer Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4233;Espécie;Passer domesticus (Linnaeus, 1758);pardal;House Sparrow;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4235;Família;Motacillidae Horsfield, 1821;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4236;Gênero;Anthus Bechstein, 1805;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4237;Espécie;Anthus chii Vieillot, 1818;caminheiro-zumbidor;Yellowish Pipit;;4;;;;;;;1;;;;;;;5;;;;;;;;;;;;;;;0;3;18;;;;;;;;;;;;21;;4;;;;1;;;2;;;;;7;;;
4239;Espécie;Anthus furcatus d'Orbigny & Lafresnaye, 1837;caminheiro-de-unha-curta;Short-billed Pipit;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4241;Espécie;Anthus correndera Vieillot, 1818;caminheiro-de-espora;Correndera Pipit;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4243;Espécie;Anthus nattereri Sclater, 1878;caminheiro-dourado;Ochre-breasted Pipit;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4244;Espécie;Anthus hellmayri Hartert, 1909;caminheiro-de-barriga-acanelada;Hellmayr's Pipit;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4246;Família;Fringillidae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4247;Subfamília;Carduelinae Vigors, 1825;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4248;Gênero;Carduelis Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4249;Espécie;Carduelis carduelis (Linnaeus, 1758);pintassilgo-europeu;European Goldfinch;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4251;Gênero;Spinus Koch, 1816;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4252;Espécie;Spinus yarrellii (Audubon, 1839);pintassilgo-do-nordeste;Yellow-faced Siskin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4253;Espécie;Spinus magellanicus (Vieillot, 1805);pintassilgo;Hooded Siskin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4257;Subfamília;Euphoniinae Cabanis, 1847;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4258;Gênero;Cyanophonia Bonaparte, 1851;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4259;Espécie;Cyanophonia cyanocephala (Vieillot, 1818);gaturamo-rei;Golden-rumped Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4261;Gênero;Chlorophonia Bonaparte, 1851;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4262;Espécie;Chlorophonia cyanea (Thunberg, 1822);gaturamo-bandeira;Blue-naped Chlorophonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4265;Gênero;Euphonia Desmarest, 1806;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4266;Espécie;Euphonia plumbea Du Bus, 1855;gaturamo-miúdo;Plumbeous Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4267;Espécie;Euphonia chlorotica (Linnaeus, 1766);fim-fim;Purple-throated Euphonia;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4272;Espécie;Euphonia finschi Sclater & Salvin, 1877;gaturamo-capim;Finsch's Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4273;Espécie;Euphonia chrysopasta Sclater & Salvin, 1869;gaturamo-verde;Golden-bellied Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4276;Espécie;Euphonia minuta Cabanis, 1849;gaturamo-de-barriga-branca;White-vented Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4278;Espécie;Euphonia chalybea (Mikan, 1825);cais-cais;Green-throated Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4279;Espécie;Euphonia violacea (Linnaeus, 1758);gaturamo-verdadeiro;Violaceous Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4282;Espécie;Euphonia laniirostris d'Orbigny & Lafresnaye, 1837;gaturamo-de-bico-grosso;Thick-billed Euphonia;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
